story|action|classified_action|similarity
As a Plan Review Staff member, I want to Assign Plans for Review, so that I can ensure plans have been assigned to the appropriate Plan Reviewer.|assign|update|0.5032880306243896
As a Plan Review Staff Supervisor, I want to Manage Plan Reviewer Workload, so that I can monitor and effectively adjust workload as necessary and ensure service levels are met|manage|update|0.4445233643054962
As an Applicant, I want to Request a Plan Review Meeting, so that I can meet with the Plan Review Staff regarding the plan review.|request|read|0.4813821017742157
As a Plan Review Staff member, I want to successfully Conduct a Plan Review Meeting with the Applicant, so that I can listen to it again.|successfully conduct|update|0.46281716227531433
As a Plan Review Staff member, I want to record the outcome, so that I can listen to it again.|record|read|0.4454788863658905
As a Plan Review Staff member, I want to Review Plans, so that I can review them for compliance and either approve, or fail or deny the plans and record any conditions, clearances, or corrections needed from the Applicant.|review|read|0.45651155710220337
As an Applicant, I want to Resubmit Plans, so that I can review revised plans.|resubmit|create|0.5055748820304871
As a Plan Review Staff Member, I want to Review the Code Modifications submitted by the Applicant, so that I can review the request and if approved, associate it with the appropriate project.|review|update|0.5210557579994202
As a Plan Review Staff member, I want to Track the Completion of Required Plan Reviews, so that I can ensure all plan review tasks are completed, results have been sent to the Applicant and any downstream steps are initiated such has a final review or payment for permit issuance.|track|update|0.4450277090072632
As a Development Staff member, I want to Issue a Development-related Permit, so that I can grant the request to the Applicant to begin work|issue|read|0.37099552154541016
As a Staff member, I want to Manage Bonds, so that I can track and manage bonds throughout the lifecycle of the project until release.|manage|read|0.4322358965873718
As an Applicant, I want to Complete Building Development Project, so that I can receive any posted bond and/or obtain occupancy.|complete|create|0.5123770833015442
As a Customer, I want to Request Inspection, so that a County inspector is assigned to perform an inspection of my project.|request|read|0.4339955151081085
As an Inspection Staff member, I want to Create an Inspection, so that I can schedule and assign the inspection.|create|create|0.5042237043380737
As an Inspection Staff Supervisor, I want to Assign Inspections, so that I can make sure the appropriate Inspector receives the work.|assign|read|0.5403937101364136
As an Inspection Supervisor, I want to Manage Inspector Workload, so that I can meet service level and quality requirements.|manage|read|0.4395439028739929
As an Inspector, I want to Conduct Inspections, so that I can validate Customer compliance with code and regulations and provide results of the inspection to the Customer.|conduct|read|0.4377579092979431
As an Inspector, I want to Conduct Inspections, so that I can validate Customer compliance with code and regulations and provide results of the inspection to the Customer.|conduct|read|0.4377579092979431
As an Enforcement Staff member, I want to Issue a Notice of Violation, so that I can provide formal communication to the responsible party.|issue|read|0.4109284281730652
As a l Staff member, I want to search for Property information, so that I can obtain all associated current and historic owners, permits, and applications.|search|read|0.5270042419433594
As a Staff member, I need to be notified when Geospatial attributes change, so that I can ensure that I am reviewing the permit/application to the most current data and appropriate standards.|be notify|read|0.47060438990592957
As a County Staff Member, I want to create a custom query/report outside of the common querying/reporting functionality, so that I can fulfill a request.|create|create|0.5387698411941528
As a Staff member, I want to create each condo unit, so that I can associate it to the child parcel and address after the condominiums are recorded in the system.|create|create|0.49988871812820435
As a Technical Staff member, I want to update the GIS Property Management, so that I can successfully update the transactional Parcel Pin to reference the GIS layer where the Split or Merged Parcel Pin exists.|update|update|0.46499210596084595
As a Staff member, I want to Send Citations, so that I can successfully send the Notice Of Violation document to the property owner and log information about the action.|send|read|0.4627189040184021
As a Staff member, I want to Send Fines, so that I can successfully send the Notice Of Violation document to the property owner and log information about the action.|send|read|0.4627189040184021
As a Staff member, I want to Post Citations, so that I can successfully send the Notice Of Violation document to the property owner and log information about the action.|post|read|0.3885844945907593
As a Staff member, I want to Post Fines, so that I can successfully send the Notice Of Violation document to the property owner and log information about the action.|post|read|0.3885844945907593
