story|action|classified_action|similarity
As an Applicant, I want to Complete Building Development Project, so that I can receive any posted bond and/or obtain occupancy.|complete|create|0.4392207860946655
As a Customer, I want to Request Inspection, so that a County inspector is assigned to perform an inspection of my project.|request|read|0.2815035879611969
As an Inspection Staff member, I want to Create an Inspection, so that I can schedule and assign the inspection.|create|create|1.0
As an Inspection Staff Supervisor, I want to Assign Inspections, so that I can make sure the appropriate Inspector receives the work.|assign|create|0.5242166519165039
As an Inspection Supervisor, I want to Manage Inspector Workload, so that I can meet service level and quality requirements.|manage|create|0.4794648289680481
As an Inspector, I want to Conduct Inspections, so that I can validate Customer compliance with code and regulations and provide results of the inspection to the Customer.|conduct|create|0.2849006950855255
As an Inspector, I want to Conduct Inspections, so that I can validate Customer compliance with code and regulations and provide results of the inspection to the Customer.|conduct|create|0.2849006950855255
As an Enforcement Staff member, I want to Issue a Notice of Violation, so that I can provide formal communication to the responsible party.|issue|update|0.21042998135089874
As a l Staff member, I want to search for Property information, so that I can obtain all associated current and historic owners, permits, and applications.|search|read|1.0
As a Staff member, I need to be notified when Geospatial attributes change, so that I can ensure that I am reviewing the permit/application to the most current data and appropriate standards.|be notify|read|0.4483065605163574
As a County Staff Member, I want to create a custom query/report outside of the common querying/reporting functionality, so that I can fulfill a request.|create|create|1.0
As a Staff member, I want to create each condo unit, so that I can associate it to the child parcel and address after the condominiums are recorded in the system.|create|create|1.0
As a Technical Staff member, I want to update the GIS Property Management, so that I can successfully update the transactional Parcel Pin to reference the GIS layer where the Split or Merged Parcel Pin exists.|update|update|1.0
As a Staff member, I want to Send Citations, so that I can successfully send the Notice Of Violation document to the property owner and log information about the action.|send|create|0.45957064628601074
As a Staff member, I want to Send Fines, so that I can successfully send the Notice Of Violation document to the property owner and log information about the action.|send|create|0.45957064628601074
As a Staff member, I want to Post Citations, so that I can successfully send the Notice Of Violation document to the property owner and log information about the action.|post|create|1.0
As a Staff member, I want to Post Fines, so that I can successfully send the Notice Of Violation document to the property owner and log information about the action.|post|create|1.0
