story|action|classified_action|similarity
As a system, I want to log a new event so that activity is tracked.|log|read|0.4561831057071686
As a administrator, I want to deploy a new environment so that testing can begin.|deploy|create|0.42542707920074463
As a user, I want to start a new conversation so that I can contact support.|start|create|0.34117087721824646
As a developer, I want to construct a new object so that the feature works correctly.|construct|create|1.0
As a user, I want to enter a new contact so that I can reach them later.|enter|create|0.4771236777305603
As a administrator, I want to assign a new role so that permissions are defined.|assign|create|0.5488309264183044
As a user, I want to draft a new message so that I can send it later.|draft|update|0.19243133068084717
As a team leader, I want to organize a new meeting so that we can plan the sprint.|organize|create|0.4700634479522705
As a user, I want to create a bookmark so that I can return to the page quickly.|create|create|1.0
As a developer, I want to compile a new build so that the software can be released.|compile|read|0.5128138065338135
As a customer, I want to initiate a return request so that I can send the product back.|initiate|create|0.4518718123435974
As an administrator, I want to enact a new policy so that rules are enforced.|enact|create|0.4385482966899872
As a user, I want to peruse my profile so that I can check my personal information.|peruse|read|0.6378663182258606
As a customer, I want to see my order history so that I can track past purchases.|see|read|1.0
As an administrator, I want to scrutinize system logs so that I can detect issues.|scrutinize|read|0.5486432313919067
As a project manager, I want to survey the project timeline so that I know the current status.|survey|read|0.2236480414867401
As a user, I want to glance at my notifications so that I stay informed.|glance at|read|0.36831384897232056
As a support agent, I want to assess a ticket so that I understand the problem.|assess|read|0.48288875818252563
As a user, I want to look through messages so that I can stay in touch with others.|look through|read|0.5171624422073364
As a manager, I want to analyze performance reports so that I can make decisions.|analyze|read|0.5418573021888733
As a user, I want to check out available products so that I can choose what to buy.|check out|read|0.5382996797561646
As an administrator, I want to oversee user activities so that I can ensure compliance.|oversee|update|0.2941186726093292
As a user, I want to access a document so that I can read its content.|access|read|1.0
As a team member, I want to consult the project notes so that I understand the context.|consult|read|1.0
As a user, I want to display my saved items so that I can access them quickly.|display|read|1.0
As a developer, I want to trace application logs so that I can diagnose errors.|trace|read|0.39484483003616333
As a user, I want to preview an image so that I know if it is the right one.|preview|read|1.0
As a moderator, I want to screen reported posts so that I can take action if needed.|screen|read|0.30386048555374146
As a user, I want to look up a contact so that I can reach them.|look up|read|0.4767465591430664
As a administrator, I want to monitor system status so that I can ensure uptime.|monitor|read|1.0
As a customer, I want to track my shipment so that I know when it will arrive.|track|read|0.2618100345134735
As a user, I want to explore categories so that I can discover new content.|explore|read|0.443181574344635
As a manager, I want to evaluate sales data so that I can adjust strategy.|evaluate|update|0.5280086398124695
As a user, I want to verify my account balance so that I know how much I have.|verify|read|0.5194461345672607
As a support agent, I want to read through a conversation history so that I understand the issue.|read through|read|0.4946156144142151
As a user, I want to reference my calendar so that I can see upcoming events.|reference|read|0.25767913460731506
As an administrator, I want to check configuration settings against the security baseline so that I can confirm compliance.|check|read|1.0
As a user, I want to browse through my photo gallery so that I can find a picture.|browse through|read|0.6433984637260437
As a developer, I want to observe system metrics so that I can detect anomalies.|observe|read|0.41478171944618225
As a user, I want to open my saved draft so that I can read it.|open|create|0.25543296337127686
As a moderator, I want to probe flagged content so that I can better understand potential violations.|probe|read|0.2269149273633957
As a technician, I want to ascertain the current system status so that I can perform the correct maintenance task.|ascertain|read|0.4414704144001007
As a administrator, I want to examine access records so that I can verify activity.|examine|read|1.0
As a user, I want to scan my inbox so that I can find important messages.|scan|read|1.0
As a manager, I want to study team performance charts so that I can guide improvements.|study|read|0.22456708550453186
As a user, I want to look over my recent activity so that I stay aware.|look over|read|0.45738890767097473
As a developer, I want to inspect API responses so that I can debug issues.|inspect|read|1.0
As a user, I want to review my saved preferences so that I know my settings.|review|read|0.4599376916885376
As a support agent, I want to check a user profile so that I can assist them.|check|read|1.0
As a user, I want to view my loyalty points so that I know my rewards.|view|read|1.0
As a administrator, I want to audit permission assignments so that access stays controlled.|audit|read|0.23644733428955078
As a user, I want to read the terms of service so that I understand the rules.|read|read|1.0
As a user, I want to polish my profile information so that it stays accurate.|polish|update|0.36193302273750305
As a customer, I want to alter my delivery address so that my order arrives at the correct place.|alter|update|1.0
As a administrator, I want to realign user permissions so that access rights are correct.|realign|update|0.6460260152816772
As a project manager, I want to reschedule the project deadline so that it reflects new priorities.|reschedule|delete|0.41970205307006836
As a user, I want to revamp my saved draft so that I can improve the message.|revamp|update|0.595748245716095
As a user, I want to correct my phone number so that I can receive notifications.|correct|update|1.0
As a manager, I want to reforecast the sales forecast so that it matches current data.|reforecast|update|0.3566828966140747
As a user, I want to retitle a file so that it is easier to identify.|retitle|delete|0.34569185972213745
As a administrator, I want to reconfigure system settings so that performance improves.|reconfigure|update|1.0
As a user, I want to replace my profile picture so that it reflects my current look.|replace|update|1.0
As a team member, I want to redefine task details so that expectations are clear.|redefine|update|0.5868731737136841
As a user, I want to renew my password so that my account stays secure.|renew|update|1.0
As a developer, I want to refactor a module so that the code is easier to maintain.|refactor|update|0.4940575063228607
As a user, I want to toggle my notification preferences so that I only receive relevant alerts.|toggle|read|0.35448575019836426
As a moderator, I want to alter post visibility settings so that content follows guidelines.|alter|update|1.0
As a user, I want to rectify my contact information so that others can reach me.|rectify|update|0.5269668102264404
As a administrator, I want to restructure role definitions so that permissions are clear.|restructure|update|0.5337874889373779
As a customer, I want to amend my order details so that they reflect my needs.|amend|update|1.0
As a support agent, I want to recalibrate ticket details so that the issue description accurately reflects the current situation.|recalibrate|update|0.5866325497627258
As a user, I want to customize my dashboard layout so that it suits my workflow.|customize|read|0.5162607431411743
As a manager, I want to reframe team goals so that they reflect new targets.|reframe|update|0.4540523588657379
As a user, I want to switch my subscription plan so that it matches my usage.|switch|update|0.40082165598869324
As a support agent, I want to reprioritize ticket priority so that urgent issues are handled first.|reprioritize|update|0.5271319150924683
As a user, I want to rearrange my calendar event so that the time is correct.|rearrange|update|0.6303679347038269
As a administrator, I want to reassign a role so that responsibilities are accurate.|reassign|delete|0.45211389660835266
As a user, I want to refine privacy settings so that my data is protected.|refine|update|1.0
As a developer, I want to optimize configuration parameters so that performance improves.|optimize|update|0.524761438369751
As a user, I want to overhaul a saved template so that it contains updated content.|overhaul|update|0.4451572000980377
As a moderator, I want to retouch a post title so that it is accurate.|retouch|update|0.3994998335838318
As a user, I want to refresh my payment details so that transactions can be processed successfully.|refresh|update|1.0
As a administrator, I want to modify system thresholds so that alerts trigger correctly.|modify|update|1.0
As a user, I want to rename a folder so that it is easier to find.|rename|update|0.4648613929748535
As a manager, I want to reallocate budget allocations so that spending stays balanced.|reallocate|update|0.518856406211853
As a user, I want to correct a typo in my message so that it reads properly.|correct|update|1.0
As a developer, I want to tune application settings so that response time improves.|tune|create|0.24516046047210693
As a user, I want to edit my saved address so that deliveries reach me.|edit|update|1.0
As a support agent, I want to revise customer notes so that they stay accurate.|revise|read|1.0
As a user, I want to change my username so that it reflects my identity.|change|update|1.0
As a administrator, I want to update security policies so that the system stays protected.|update|update|1.0
As a user, I want to adjust reminder times so that they fit my schedule.|adjust|update|1.0
As an administrator, I want to expunge a user account permanently so that former employees no longer have access.|expunge|delete|1.0
As a user, I want to close my account so that my data is no longer stored.|close|create|0.20999464392662048
As a moderator, I want to remove an inappropriate comment so that discussions stay respectful.|remove|delete|1.0
As a project manager, I want to decommission an unused project so that the workspace remains organized.|decommission|delete|0.45185741782188416
As a support agent, I want to nullify a duplicate ticket so that confusion is avoided.|nullify|delete|1.0
As a team leader, I want to oust an inactive member so that only active users remain.|oust|delete|0.4303814470767975
As a administrator, I want to invalidate an expired API key so that it can no longer be used.|invalidate|delete|0.5225818753242493
As a user, I want to eradicate a saved payment method so that it is not available anymore.|eradicate|delete|0.5007959604263306
As a editor, I want to retract an incorrect article so that it is no longer visible.|retract|delete|0.31029409170150757
As a administrator, I want to truncate old logs so that storage is freed.|truncate|delete|0.4708721935749054
As a user, I want to obliterate an uploaded file so that it is no longer present.|obliterate|delete|0.5964325666427612
As a administrator, I want to cull unconfirmed registrations so that the database stays clean.|cull|delete|0.34381160140037537
As a moderator, I want to take down a reported post so that platform guidelines are enforced.|take down|delete|0.41317814588546753
As a project member, I want to scrap an outdated task so that only relevant work remains.|scrap|delete|0.4404182732105255
As a user, I want to delete permanently a saved draft so that it cannot be found anymore.|delete permanently|delete|0.6705000400543213
As a administrator, I want to wipe a deactivated account so that it cannot be restored.|wipe|delete|1.0
As a team leader, I want to exclude a former member so that they are no longer listed.|exclude|delete|1.0
As a user, I want to delete a saved address so that it is not used accidentally.|delete|delete|1.0
As an administrator, I want to deprecate obsolete configurations so that only valid ones remain.|deprecate|delete|0.2992274761199951
As a moderator, I want to exterminate spam messages so that users are not disturbed.|exterminate|delete|0.48150530457496643
As a user, I want to exterminate a bookmarked item so that my list stays relevant.|exterminate|delete|0.48150530457496643
As an administrator, I want to dismantle unused roles so that the permission structure stays simple.|dismantle|delete|0.561863899230957
As a support agent, I want to discard resolved tickets so that the queue stays manageable.|discard|delete|1.0
As a user, I want to disconnect a linked device so that it no longer has access.|disconnect|delete|0.30819007754325867
As a moderator, I want to strip offensive usernames so that community standards are maintained.|strip|delete|0.2895522117614746
As a administrator, I want to terminate expired sessions so that security risks are minimized.|terminate|delete|1.0
As a user, I want to dismiss a notification so that my inbox stays tidy.|dismiss|delete|0.4970034956932068
As a project manager, I want to extirpate an archived milestone so that only active ones are shown.|extirpate|delete|0.47400107979774475
As an administrator, I want to excise invalid data entries so that reports stay accurate.|excise|delete|0.2059732973575592
As a user, I want to revoke a shared link so that others can no longer access the content.|revoke|delete|1.0
As a moderator, I want to purge permanently duplicate posts so that discussions remain clear.|purge permanently|delete|0.601735532283783
As a team leader, I want to dissolve an empty group so that the structure stays clean.|dissolve|delete|0.5160616040229797
As a user, I want to clear a saved search so that my list only contains useful ones.|clear|delete|1.0
As a administrator, I want to retire outdated templates so that only current ones are available.|retire|delete|0.3274599611759186
As a user, I want to erase a profile picture so that it is no longer displayed.|erase|delete|1.0
As a moderator, I want to withdraw policy-violating content so that the platform stays safe.|withdraw|delete|0.5260496139526367
As a administrator, I want to purge orphaned records so that the database remains consistent.|purge|delete|1.0
As a user, I want to unlink a connected social account so that it is no longer linked.|unlink|create|0.47471824288368225
As a support agent, I want to eliminate test tickets so that real issues are easier to find.|eliminate|delete|1.0
As a administrator, I want to abolish obsolete user groups so that the structure stays maintainable.|abolish|delete|1.0
