story|action|classified_action|similarity
As a research support officer, I want to ensure compliance to the funders’ rules, so that I can ensure all costs will be accepted.|ensure|read|0.47348007559776306
As a funder, I want to be able to check all the repositories mentioned in a DMP, so that I can verify whether the project has followed our funding rules.|check|read|0.6154904365539551
As a PI, I want to plan what kind of data I want to store, so that I can ensure it will be possible to store it.|plan|read|0.4462187588214874
As a PI, I want to know how secure data is, so that I can ensure legal compliance.|know|read|0.541394054889679
As a Director of Research Integrity, I want to access reports containing details of research projects in which data are classified as sensitive or highly sensitive, so that I can confirm security protocols are applied to these data.|access|read|0.5264338850975037
As an archive, I want to get information about the volume of data to preserve at an early stage, so that I can provide the adequate storage infrastructure.|get|read|0.5662046670913696
As a researcher, I want to know how long it will take to archive, so that I can plan further steps.|know|read|0.4766419231891632
As a PI, I want to know who owns the data, so that I know what I am allowed to do with it.|know|read|0.4440986216068268
As a data manager, I want to have references to documentation of the data, so that the data can be re-used and managed.|have|read|0.5214377641677856
As a data manager, I want to have the creation process, so that the data can be re-used and managed.|have|read|0.4816771447658539
As an archivemanager, I want to make sure that detailed metadata are associated to data so that it will be understandable by future users.|make sure|create|0.49191340804100037
As a data manager, I want to know which kind of data types will be produced or collected, so that I can ensure that the necessary technical resources and technical know-how is available.|know|read|0.5319710373878479
As an IT staff member, I want to know which kind of data types will be produced or collected, so that I can ensure that the necessary technical resources and technical know-how is available.|know|read|0.5338062644004822
As an IT staff member, I want to know how the data is used, so that I can determine what kind of basic services and functionalities are required.|know|read|0.5014044046401978
As a data manager, I want to know whether the collected data depends on other data sets from my own or other institutions, so that I can ensure that these dependencies are maintained.|know|read|0.5730546712875366
As an IT staff member, I want to know which formats are used, so that I can determine what kind of technical services and functionalities are required.|know|read|0.5003051161766052
As an IT staff member, I want to know with which software the data is produced or used, so that I can determine what kind of technical services and functionalities are required.|know|read|0.5340837240219116
As an IT staff member, I want to know with which technology the data is produced or used, so that I can determine what kind of technical services and functionalities are required.|know|read|0.525100827217102
As a data manager, I want to know which information is necessary to re-use the data, so that it can be checked whether all necessary information is available for researchers interested in re-using the data.|know|read|0.5317824482917786
As a data manager, I want to know which formats are used, so that I know what technology or background information might be necessary to use the data.|know|read|0.5082159638404846
As a data manager, I want to know whether the data can be reproduced efficiently, so that I can determine whether and how the data has to be stored.|know|read|0.5500863194465637
As a data manager, I want to know with which software the data is produced or used, so that I know what technology or background information might be necessary to (re-)use the data.|know|read|0.5303102731704712
As a data manager, I want to know with which technology the data is produced or used, so that I know what technology or background information might be necessary to (re-)use the data.|know|read|0.5220853686332703
As a research evaluation manager, I want to ensure all metadata are quoted correctly with our affiliation, so that they are counted towards our citation counts.|ensure|read|0.5658478140830994
As an administrator, I want to check that all data has the appropriate security level, so that I can demonstrate compliance.|check|read|0.39446258544921875
As a data manager, I want to know the security requirements of the data, so that I can check whether the data can be kept secure.|know|read|0.5255460143089294
As a institutional data steward, I want to be able to extract the data sets that are submitted to external repositories, so that I can add them to an institutional data catalogue.|extract|read|0.5274696946144104
As an institutional data manager, I want to know about the privacy and security requirements of the data, so that I can plan the right storage system and sharing permissions.|know|read|0.49597084522247314
As a researcher, I want to see the sections on costing by other researchers in my department, so that I can see if we could share data manager posts.|see|read|0.5317899584770203
As a researcher, I want to see the sections on roles submitted by other researchers in my department, so that I can see if we could share data manager posts.|see|read|0.5348986387252808
As a researcher, I want to see the sections on responsibilities submitted by other researchers in my department, so that I can see if we could share data manager posts.|see|read|0.5471227169036865
As a faculty data steward, I want to see the sections on costing, so that I can ensure sufficient expertise on data management to support the project.|see|read|0.5571044683456421
As a faculty data steward, I want to see the sections on roles, so that I can ensure sufficient expertise on data management to support the project.|see|read|0.5571044683456421
As a faculty data steward, I want to see the sections on responsibilities, so that I can ensure sufficient expertise on data management to support the project.|see|read|0.5571044683456421
As a data manager, I want to clarify the necessary rights for re-using the data, so that it is legal to reuse the data.|clarify|read|0.5236172080039978
As a researcher, I want to record my intention to share data I have collected under terms of a particular licence, so that other researchers who use the data understand the rights of use.|record|read|0.4843981862068176
As a data manager, I want to plan the anonymization of data, so that we protect the privacy of the people participating in the research as good as possible and still ensure reusability of data.|plan|read|0.46256083250045776
As a repository manager, I want to have metadata in additional languages, so that I can allow for multilingual data archive.|have|read|0.5386373400688171
As a data manager, I want to know whether the DMP was approved, so that I can proceed with the required next steps.|know|read|0.4963177442550659
