Entity 1 | Entity 2 | Result | Score 
administrative information|persistent identifier|False|0.6402822732925415
estimate|cost|False|0.44552117586135864
estimate|datum set|False|0.3509628176689148
necessary right|report|False|0.49643611907958984
how|all resource|False|0.346324622631073
research publication|time plan|False|0.2407534271478653
format|description|True|0.9219918251037598
dmp|security requirement|False|0.4201069176197052
cost|who be responsible|False|0.49575817584991455
dmp|topic|False|0.48264965415000916
cost|how secure|False|0.5243239998817444
software|kind of datum I want to record|False|0.5692957043647766
topic|kind of datum|True|0.896088182926178
persistent identifier|how|False|0.6535831093788147
all datum|security requirement|False|0.2492188811302185
all datum|topic|False|0.2471555471420288
technology|metadata|True|0.7069085240364075
cost|privacy|False|0.24765276908874512
cost|my datum|False|0.4645938575267792
information|kind of datum|True|0.9515634179115295
dmp|kind of datum I want to store|False|0.5026555061340332
administrative information|how many|True|0.8148621916770935
repository mention|detail|True|0.8310460448265076
kind of datum I want to store|all right|False|0.6898351311683655
privacy|how long|False|0.29281359910964966
who|metadata|False|0.5106601715087891
kind of datum I want to store|content|False|0.6564423441886902
detail|security requirement|True|0.7556707262992859
how long|kind of datum I want to record|False|0.3183841109275818
detail|topic|True|0.9311492443084717
compliance|security requirement|False|0.49732279777526855
all datum|kind of datum I want to store|False|0.41172701120376587
compliance|topic|False|0.6267585158348083
reference|short description|True|0.8338329195976257
creation proces|regular summary report|False|0.1237577572464943
anonymization of datum|necessary right|False|0.2612132132053375
all metadata|research publication|False|0.1122027039527893
security requirement|how long|False|0.41121360659599304
description|metadata|True|0.7705944180488586
how many|research publication|False|0.304208368062973
detail|kind of datum I want to store|True|0.783642590045929
compliance|kind of datum I want to store|True|0.7361477017402649
all right|report|False|0.5664848685264587
estimate|compliance|False|0.45888933539390564
intention|datum sensitivity|True|0.70756995677948
anonymization of datum|software|False|0.5302173495292664
necessary right|section|False|0.5943781733512878
all metadata|who|False|0.21085572242736816
how many|who|False|0.4520631730556488
all resource|kind of datum I want to record|False|0.3572044372558594
technology|all datum|False|0.2592427432537079
plan provenance|information|True|0.9006778001785278
how long|agreement|False|0.42284753918647766
kind of datum|regular summary report|False|0.3246544599533081
it resource requirement|plan provenance|False|0.4168330430984497
who|all datum|False|0.178785502910614
my datum|regular summary report|False|0.20236802101135254
kind of datum|necessary right|True|0.8558266758918762
regular summary report|information|False|0.27850258350372314
my datum|necessary right|False|0.5576945543289185
estimate|who be responsible|False|0.4408142864704132
datum|repository mention|False|0.4657391905784607
reference|how secure|True|0.7638373374938965
pointer|intention|True|0.8277218341827393
kind of datum|software|True|0.9376651048660278
metadata|security requirement|False|0.43231001496315
how|short description|True|0.7461335062980652
description|all datum|False|0.4293733239173889
reference|privacy|False|0.4206550121307373
time plan|how|False|0.48905062675476074
time plan|legal statu|False|0.4546056389808655
privacy|it resource requirement|False|0.30069372057914734
administrative information|security requirement|False|0.31595689058303833
all resource|agreement|False|0.4286605417728424
administrative information|topic|True|0.7114174365997314
estimate|privacy|False|0.2484055459499359
estimate|my datum|False|0.3607584536075592
datum|technology|False|0.6113617420196533
content|how long|False|0.32306379079818726
cost|kind of datum I want to record|False|0.6044625043869019
metadata|kind of datum I want to store|False|0.4609823226928711
topic|datum|True|0.7905746102333069
all right|section|True|0.7106687426567078
privacy|time plan|False|0.3146379888057709
security requirement|it resource requirement|False|0.21968360245227814
kind of datum I want to store|description|True|0.8024760484695435
information|datum|True|0.7516387104988098
all metadata|format|False|0.23432716727256775
how many|format|True|0.8599859476089478
privacy|kind of datum type|False|0.4938287138938904
dmp|regular summary report|False|0.25109508633613586
security requirement|time plan|False|0.3733247220516205
all datum|regular summary report|False|0.09561172872781754
topic|creation proces|True|0.8657638430595398
software|how long|False|0.4053979516029358
how|how secure|False|0.5764769911766052
cost|agreement|False|0.6029900312423706
when|all right|False|0.5041771531105042
legal statu|it resource requirement|False|0.38773030042648315
all datum|necessary right|False|0.2596511244773865
information|creation proces|True|0.8247188329696655
when|content|True|0.7518040537834167
format|reference|True|0.9245055913925171
detail|regular summary report|False|0.4147915542125702
compliance|regular summary report|False|0.18257100880146027
format|estimate|False|0.6568418145179749
detail|necessary right|True|0.9310303926467896
legal statu|time plan|False|0.31977277994155884
compliance|necessary right|True|0.8216290473937988
how|pointer|True|0.8604744076728821
kind of datum type|how long|False|0.47059914469718933
format|when|True|0.8545487523078918
all metadata|all resource|False|0.1307952105998993
datum sensitivity|repository mention|False|0.45980364084243774
technology|persistent identifier|False|0.5105175375938416
compliance|software|True|0.7137537002563477
legal statu|kind of datum type|False|0.46438702940940857
reference|kind of datum I want to record|True|0.7001349925994873
persistent identifier|datum|False|0.4931418001651764
plan provenance|how|True|0.8100644946098328
short description|repository mention|False|0.6082344055175781
topic|technology|True|0.8732931017875671
all resource|datum sensitivity|False|0.21094824373722076
technology|intention|True|0.774470865726471
information|technology|True|0.8803738355636597
short description|technology|False|0.6673357486724854
who|intention|False|0.6926858425140381
intention|report|True|0.7827609777450562
persistent identifier|creation proces|False|0.49832767248153687
anonymization of datum|research publication|False|0.14230449497699738
report|all metadata|False|0.18524649739265442
metadata|regular summary report|False|0.17367690801620483
reference|agreement|True|0.8769635558128357
creation proces|description|False|0.6543523669242859
who be responsible|all right|False|0.30257272720336914
who be responsible|content|False|0.42826345562934875
kind of datum I want to record|all right|True|0.7180843949317932
description|intention|True|0.9455848336219788
administrative information|necessary right|True|0.7842946648597717
kind of datum I want to record|content|True|0.7353007197380066
kind of datum type|it resource requirement|False|0.5734856128692627
administrative information|software|False|0.6961621642112732
format|datum set|False|0.6104771494865417
it resource requirement|legal statu|False|0.40814298391342163
section|detail|True|0.9047330021858215
persistent identifier|repository mention|False|0.41302037239074707
kind of datum type|time plan|False|0.4946294128894806
my datum|description|True|0.7987309694290161
how secure|kind of datum|False|0.5224571824073792
content|detail|True|0.7609705924987793
all metadata|short description|False|0.19133055210113525
topic|persistent identifier|True|0.723507821559906
persistent identifier|technology|False|0.6662471890449524
how many|short description|False|0.5182269215583801
kind of datum type|kind of datum type|False|0.0
kind of datum I want to store|reference|True|0.7128549814224243
intention|section|True|0.9037737846374512
how|agreement|True|0.835691511631012
regular summary report|kind of datum|False|0.3522438704967499
agreement|kind of datum|True|0.8515451550483704
datum|security requirement|False|0.4540087580680847
kind of datum I want to store|administrative information|False|0.6259691119194031
software|detail|True|0.8518106937408447
topic|how many|True|0.9069513082504272
datum|kind of datum I want to store|True|0.7114827036857605
format|compliance|True|0.7368306517601013
information|how many|True|0.8507706522941589
how long|detail|False|0.40152522921562195
dmp|description|False|0.6229298710823059
all metadata|how secure|False|0.235089972615242
pointer|all right|True|0.7242799401283264
conservation period|plan provenance|False|0.4793321490287781
estimate|how long|False|0.2466706931591034
how many|how secure|False|0.42659154534339905
pointer|content|True|0.8267407417297363
reference|datum sensitivity|False|0.6652710437774658
all datum|description|False|0.45704832673072815
when|who|False|0.5041488409042358
how long|report|False|0.2674148380756378
kind of datum I want to record|description|True|0.845746636390686
repository mention|all metadata|False|0.3448866903781891
how many|privacy|False|0.21108965575695038
repository mention|legal statu|False|0.6556227803230286
technology|conservation period|False|0.36012551188468933
detail|description|True|0.9680496454238892
all metadata|pointer|False|0.24470332264900208
anonymization of datum|all resource|False|0.10949613153934479
who|conservation period|False|0.25685539841651917
datum set|all right|False|0.3544013798236847
kind of datum I want to store|cost|False|0.6127927899360657
all resource|report|False|0.370049387216568
datum set|content|False|0.4611240327358246
plan provenance|datum|False|0.5339902639389038
conservation period|information|False|0.6047317981719971
kind of datum I want to store|datum set|True|0.7420799136161804
research publication|all metadata|False|0.12983226776123047
legal statu|plan provenance|False|0.4612601697444916
description|conservation period|False|0.6016077995300293
research publication|legal statu|False|0.30047139525413513
creation proces|reference|False|0.5627320408821106
regular summary report|datum|False|0.2567843496799469
how|datum sensitivity|False|0.5613247156143188
creation proces|estimate|False|0.35929039120674133
information|security requirement|False|0.5871413350105286
when|format|True|0.7522976398468018
information|topic|True|0.8483359217643738
creation proces|when|False|0.4788369834423065
short description|security requirement|False|0.46063822507858276
plan provenance|creation proces|True|0.7055451273918152
cost|detail|True|0.7061831951141357
metadata|description|False|0.6083517670631409
cost|report|False|0.5334212183952332
information|kind of datum I want to store|True|0.7259555459022522
how secure|all datum|False|0.2725135087966919
estimate|time plan|False|0.34770089387893677
when|administrative information|False|0.6266255974769592
short description|kind of datum I want to store|False|0.61832195520401
regular summary report|creation proces|False|0.1895175576210022
datum|regular summary report|False|0.22001753747463226
my datum|reference|False|0.6821867823600769
legal statu|information|True|0.7176589369773865
kind of datum|estimate|False|0.6303156018257141
how many|kind of datum I want to record|False|0.528225302696228
all resource|section|False|0.36327195167541504
kind of datum|when|True|0.9225184321403503
my datum|estimate|False|0.4773530960083008
kind of datum I want to store|compliance|False|0.6522061228752136
agreement|all datum|False|0.30808117985725403
my datum|when|False|0.5037951469421387
technology|software|False|0.6532108783721924
plan provenance|repository mention|False|0.5533183217048645
necessary right|kind of datum|True|0.7647570371627808
anonymization of datum|short description|False|0.2782028019428253
regular summary report|repository mention|False|0.21101129055023193
plan provenance|technology|False|0.6016842722892761
all metadata|agreement|False|0.29800182580947876
datum set|description|False|0.6406399011611938
persistent identifier|security requirement|False|0.46349212527275085
persistent identifier|topic|False|0.5529674291610718
how many|agreement|False|0.6599724292755127
kind of datum I want to store|who be responsible|False|0.6384167671203613
creation proces|cost|False|0.46604132652282715
regular summary report|technology|False|0.20831696689128876
who be responsible|format|False|0.5269852876663208
report|metadata|False|0.35961824655532837
creation proces|datum set|False|0.3166405260562897
dmp|reference|False|0.5925008058547974
kind of datum I want to store|privacy|False|0.5212146639823914
kind of datum I want to store|my datum|True|0.7382082343101501
persistent identifier|kind of datum I want to store|False|0.6564421653747559
estimate|detail|False|0.6361221671104431
dmp|estimate|False|0.42455658316612244
all datum|reference|False|0.3971683382987976
when|cost|False|0.6080214381217957
reference|report|True|0.8035812973976135
dmp|when|False|0.5789616107940674
who be responsible|administrative information|False|0.42957985401153564
all datum|estimate|False|0.23039798438549042
it resource requirement|metadata|False|0.4666442573070526
conservation period|how|False|0.5036781430244446
all datum|when|False|0.2894544005393982
kind of datum I want to record|administrative information|False|0.6562628746032715
detail|reference|True|0.9699854850769043
privacy|legal statu|False|0.3860281705856323
all right|kind of datum|True|0.7357206344604492
pointer|who|False|0.6672444343566895
detail|estimate|True|0.7446740865707397
security requirement|all metadata|False|0.14150656759738922
datum|content|False|0.5385382771492004
compliance|estimate|False|0.46370428800582886
my datum|datum set|False|0.5624304413795471
detail|when|True|0.8681871294975281
compliance|when|False|0.6979663968086243
security requirement|legal statu|False|0.39136797189712524
topic|necessary right|True|0.9469565153121948
report|all datum|False|0.1545400172472
information|regular summary report|False|0.32697221636772156
anonymization of datum|pointer|False|0.3683398365974426
how secure|persistent identifier|False|0.46653515100479126
short description|regular summary report|False|0.21892626583576202
information|necessary right|True|0.9215702414512634
topic|software|True|0.9205005764961243
creation proces|compliance|False|0.47537288069725037
how|report|False|0.6653884649276733
agreement|persistent identifier|False|0.6079663038253784
legal statu|how|False|0.6656924486160278
reference|section|True|0.880860447883606
how secure|how many|False|0.4591483473777771
section|all metadata|False|0.4256366491317749
all metadata|datum sensitivity|False|0.21816597878932953
plan provenance|how many|True|0.8581990003585815
how many|datum sensitivity|False|0.4416675865650177
who be responsible|cost|False|0.5486863851547241
metadata|reference|False|0.685480535030365
pointer|format|True|0.8684407472610474
dmp|datum set|False|0.41236111521720886
kind of datum I want to store|kind of datum I want to record|False|0.5783562064170837
my datum|compliance|False|0.5717989802360535
kind of datum I want to record|cost|False|0.6674270629882812
metadata|estimate|False|0.47070300579071045
content|all metadata|False|0.24158412218093872
regular summary report|how many|False|0.2521762549877167
agreement|how many|True|0.879179835319519
administrative information|estimate|False|0.46963998675346375
metadata|administrative information|False|0.42236328125
metadata|when|False|0.6065139174461365
kind of datum I want to record|datum set|True|0.8397332429885864
format|how long|False|0.5941159725189209
anonymization of datum|dmp|False|0.3085315525531769
repository mention|metadata|False|0.6635568141937256
when|who be responsible|False|0.5308918952941895
administrative information|when|False|0.6752520203590393
pointer|administrative information|True|0.8315950632095337
persistent identifier|regular summary report|False|0.2332959622144699
necessary right|all datum|False|0.16980266571044922
when|how secure|False|0.4829939901828766
detail|datum set|True|0.8135133385658264
datum sensitivity|all right|False|0.456515908241272
datum sensitivity|content|False|0.5751407146453857
when|privacy|False|0.3751387298107147
when|my datum|False|0.5262943506240845
all right|datum|False|0.5346893668174744
datum|description|True|0.7436429262161255
technology|research publication|False|0.3043781518936157
how|section|True|0.7597790956497192
kind of datum|anonymization of datum|False|0.6686921119689941
software|all metadata|False|0.2980746626853943
kind of datum|dmp|False|0.5395628213882446
who|research publication|False|0.32196834683418274
technology|who|False|0.6816683411598206
short description|content|False|0.6666908860206604
research publication|metadata|False|0.3355899453163147
how long|all metadata|False|0.17225533723831177
dmp|compliance|False|0.46476656198501587
datum set|administrative information|False|0.5026407837867737
who|who|False|0.0
repository mention|all datum|False|0.24295274913311005
all right|creation proces|False|0.6883636116981506
description|research publication|False|0.4143432080745697
kind of datum type|all metadata|False|0.4292231500148773
report|persistent identifier|False|0.42619213461875916
all datum|compliance|False|0.29657119512557983
kind of datum I want to record|compliance|False|0.6991801857948303
plan provenance|security requirement|False|0.5210200548171997
plan provenance|topic|True|0.7507898807525635
kind of datum type|legal statu|False|0.6330183148384094
description|who|True|0.7823781967163086
format|it resource requirement|False|0.5960208773612976
detail|compliance|True|0.8101300597190857
metadata|cost|False|0.4345458745956421
regular summary report|security requirement|False|0.1380404233932495
regular summary report|topic|False|0.20427574217319489
plan provenance|kind of datum I want to store|True|0.7445064783096313
metadata|datum set|False|0.39518824219703674
pointer|cost|False|0.532010555267334
report|intention|False|0.6393133401870728
intention|kind of datum|True|0.9010359644889832
format|time plan|False|0.47190171480178833
kind of datum I want to record|who be responsible|False|0.6451842188835144
who be responsible|how secure|False|0.42574450373649597
research publication|all datum|False|0.1269831657409668
regular summary report|kind of datum I want to store|False|0.48844900727272034
who be responsible|privacy|False|0.2307012528181076
who be responsible|my datum|False|0.36234763264656067
technology|format|True|0.8228767514228821
format|kind of datum type|False|0.6927854418754578
all datum|dmp|False|0.25545501708984375
kind of datum I want to record|privacy|False|0.5857083201408386
kind of datum I want to record|my datum|True|0.818522036075592
all right|technology|False|0.6890450716018677
how secure|conservation period|False|0.3618625998497009
when|kind of datum I want to record|False|0.6855868697166443
datum sensitivity|description|False|0.680598795413971
who|format|False|0.6564669013023376
compliance|anonymization of datum|False|0.25846067070961
kind of datum I want to store|how long|False|0.38542628288269043
datum set|cost|False|0.5122444033622742
conservation period|creation proces|False|0.28404250741004944
compliance|dmp|False|0.5514423847198486
necessary right|persistent identifier|False|0.5824235081672668
cost|all metadata|False|0.36667177081108093
agreement|conservation period|False|0.38016587495803833
short description|description|False|0.6937181353569031
description|format|True|0.9137185215950012
metadata|compliance|False|0.4901430904865265
all metadata|report|False|0.159742072224617
how many|report|False|0.4293166399002075
when|agreement|False|0.6409125328063965
necessary right|intention|False|0.6802127361297607
technology|all resource|False|0.3034680485725403
anonymization of datum|datum sensitivity|False|0.4990970492362976
necessary right|how many|False|0.5544528961181641
privacy|metadata|False|0.42399632930755615
who|all resource|False|0.21533390879631042
conservation period|repository mention|False|0.3485003411769867
pointer|who be responsible|True|0.7464665174484253
conservation period|technology|False|0.34066760540008545
datum|reference|False|0.6693435311317444
time plan|all right|False|0.3038219213485718
all right|persistent identifier|False|0.4479526877403259
security requirement|metadata|False|0.3639116883277893
description|all resource|False|0.48365819454193115
administrative information|anonymization of datum|False|0.20871244370937347
pointer|how secure|True|0.7593996524810791
time plan|content|False|0.44138580560684204
metadata|my datum|False|0.3616432249546051
datum|estimate|False|0.42601779103279114
intention|datum|True|0.7838994860649109
plan provenance|regular summary report|False|0.18219907581806183
who be responsible|kind of datum I want to record|False|0.4848645031452179
repository mention|intention|True|0.7401115298271179
administrative information|dmp|False|0.5627569556236267
datum|administrative information|False|0.540133535861969
datum|when|True|0.743780791759491
how secure|necessary right|False|0.4982558786869049
pointer|privacy|False|0.39745670557022095
pointer|my datum|False|0.516769528388977
persistent identifier|description|True|0.7080463767051697
how long|kind of datum|False|0.4629427194595337
all metadata|section|False|0.20286431908607483
how secure|software|False|0.4860810935497284
regular summary report|regular summary report|False|0.0
how many|section|False|0.6577664017677307
estimate|all metadata|False|0.21365483105182648
regular summary report|necessary right|False|0.16545914113521576
agreement|necessary right|True|0.8031655550003052
all right|how many|False|0.689085066318512
legal statu|repository mention|False|0.5004162192344666
intention|creation proces|True|0.8571796417236328
estimate|legal statu|False|0.4175146222114563
datum set|who be responsible|False|0.5504361987113953
report|conservation period|False|0.25466546416282654
creation proces|how long|False|0.2818724811077118
agreement|software|True|0.914142370223999
who be responsible|agreement|False|0.4882616102695465
security requirement|all datum|False|0.15658068656921387
section|metadata|True|0.7623300552368164
research publication|intention|False|0.435445636510849
all resource|kind of datum|False|0.4393131136894226
datum set|privacy|False|0.2583618760108948
datum set|my datum|False|0.49489352107048035
content|metadata|False|0.4734974205493927
topic|all resource|False|0.6263675689697266
technology|short description|False|0.6391022205352783
my datum|how long|False|0.26750850677490234
who|short description|False|0.4934406280517578
datum|cost|False|0.5372354984283447
intention|technology|True|0.8310913443565369
datum|datum set|False|0.6085560917854309
kind of datum I want to store|detail|True|0.8210301399230957
section|all datum|False|0.3516567647457123
cost|kind of datum|False|0.6773425340652466
software|metadata|False|0.5103694796562195
description|short description|False|0.6056765913963318
datum sensitivity|administrative information|False|0.5339915156364441
pointer|kind of datum I want to record|False|0.5876908898353577
information|reference|True|0.9310784339904785
short description|reference|True|0.8102266788482666
topic|when|True|0.8844215869903564
necessary right|conservation period|False|0.339171826839447
information|estimate|False|0.6562780141830444
all right|security requirement|False|0.6123959422111511
content|all datum|False|0.2785685658454895
all right|topic|True|0.7116910815238953
short description|estimate|False|0.5791112184524536
creation proces|it resource requirement|False|0.4607931673526764
format|plan provenance|True|0.7214252948760986
information|when|True|0.9416287541389465
short description|administrative information|False|0.556692898273468
technology|how secure|False|0.6701634526252747
kind of datum type|metadata|False|0.6074062585830688
who|how secure|False|0.388749897480011
all right|kind of datum I want to store|False|0.5520803928375244
creation proces|time plan|False|0.38008132576942444
report|software|False|0.5100223422050476
dmp|how long|False|0.33849361538887024
pointer|agreement|True|0.8580840826034546
datum set|kind of datum I want to record|True|0.7487524151802063
technology|pointer|False|0.5621137619018555
kind of datum|it resource requirement|False|0.6991607546806335
all datum|how long|False|0.21515482664108276
kind of datum I want to record|how long|False|0.386249840259552
creation proces|kind of datum type|False|0.5360085368156433
software|all datum|False|0.2868412435054779
datum|compliance|False|0.5503436326980591
repository mention|conservation period|False|0.25625109672546387
description|how secure|True|0.7802586555480957
all resource|datum|False|0.18804854154586792
my datum|it resource requirement|False|0.40654170513153076
it resource requirement|all right|False|0.26355522871017456
who|pointer|False|0.5369086265563965
it resource requirement|content|False|0.5128180384635925
detail|how long|True|0.7797727584838867
kind of datum|time plan|False|0.5459866523742676
intention|persistent identifier|True|0.7136113047599792
how long|all datum|False|0.19799314439296722
my datum|time plan|False|0.35762864351272583
persistent identifier|reference|False|0.6665366291999817
datum sensitivity|cost|False|0.47674334049224854
description|pointer|True|0.8759272694587708
reference|kind of datum|True|0.8674353957176208
persistent identifier|estimate|False|0.47550657391548157
kind of datum|kind of datum type|True|0.810039222240448
datum sensitivity|datum set|False|0.5613263845443726
all resource|creation proces|False|0.2932574152946472
datum|who be responsible|False|0.596984326839447
conservation period|security requirement|False|0.3052598834037781
persistent identifier|when|False|0.683317244052887
conservation period|topic|False|0.4047374427318573
my datum|kind of datum type|True|0.7140649557113647
security requirement|intention|False|0.6614269018173218
how secure|research publication|False|0.27882152795791626
research publication|conservation period|False|0.20229829847812653
short description|cost|False|0.696654200553894
plan provenance|description|True|0.8959048390388489
intention|how many|True|0.9021856188774109
datum|my datum|False|0.5274068713188171
short description|datum set|False|0.5156537890434265
conservation period|kind of datum I want to store|False|0.4676256775856018
necessary right|software|True|0.7841324806213379
all metadata|information|False|0.24131420254707336
dmp|it resource requirement|False|0.43113768100738525
regular summary report|description|False|0.2669123113155365
agreement|research publication|False|0.47548621892929077
section|persistent identifier|False|0.5611827373504639
all datum|it resource requirement|False|0.1783493012189865
when|detail|True|0.7712357044219971
dmp|time plan|False|0.34788209199905396
metadata|how long|False|0.3347119092941284
when|report|False|0.630135178565979
how|kind of datum|True|0.935253381729126
detail|it resource requirement|False|0.6025595664978027
all datum|time plan|False|0.2166755050420761
compliance|it resource requirement|False|0.43674638867378235
section|intention|True|0.8560234308242798
all resource|technology|False|0.3043062388896942
dmp|kind of datum type|False|0.5015069842338562
all right|regular summary report|False|0.142864391207695
repository mention|all right|False|0.6086746454238892
cost|all datum|False|0.35436365008354187
all right|necessary right|False|0.6219627857208252
detail|time plan|False|0.598408043384552
all datum|kind of datum type|False|0.4412885010242462
content|intention|True|0.7632904052734375
compliance|time plan|False|0.4413429796695709
information|compliance|True|0.7998584508895874
technology|agreement|True|0.759972095489502
short description|compliance|False|0.6326034069061279
all right|software|True|0.7475099563598633
persistent identifier|datum set|False|0.4175150692462921
time plan|administrative information|False|0.46091151237487793
who|agreement|False|0.5561888217926025
detail|kind of datum type|True|0.8343558311462402
compliance|kind of datum type|False|0.6247161030769348
datum sensitivity|who be responsible|False|0.5717869997024536
datum set|how long|False|0.32232728600502014
reference|datum|True|0.7311095595359802
intention|topic|True|0.8829112648963928
how long|persistent identifier|False|0.3507388234138489
estimate|metadata|False|0.40717431902885437
research publication|all right|False|0.204792320728302
description|agreement|True|0.8693687915802002
datum sensitivity|my datum|False|0.5556405782699585
datum sensitivity|privacy|False|0.317478209733963
topic|anonymization of datum|False|0.24474912881851196
short description|who be responsible|False|0.5964252948760986
format|how|True|0.903558075428009
format|legal statu|True|0.7692418694496155
software|intention|True|0.7827754020690918
topic|dmp|True|0.8575278520584106
who be responsible|detail|False|0.5455871224403381
information|anonymization of datum|False|0.29603704810142517
metadata|it resource requirement|False|0.44876334071159363
report|research publication|False|0.30641502141952515
administrative information|it resource requirement|False|0.47116467356681824
kind of datum I want to record|detail|True|0.8602429032325745
information|dmp|True|0.7639734148979187
how long|intention|False|0.38032266497612
reference|creation proces|True|0.8118966221809387
short description|my datum|False|0.4924311637878418
all resource|persistent identifier|False|0.2173837274312973
conservation period|regular summary report|False|0.18158002197742462
kind of datum type|intention|True|0.8485991358757019
report|who|False|0.49862006306648254
metadata|time plan|False|0.3949597477912903
how secure|all resource|False|0.2216966301202774
persistent identifier|compliance|False|0.520444393157959
administrative information|time plan|False|0.45759400725364685
estimate|all datum|False|0.2201251983642578
security requirement|conservation period|False|0.2735874354839325
metadata|kind of datum type|False|0.5847892165184021
how|datum|False|0.6051607131958008
it resource requirement|who|False|0.42732059955596924
anonymization of datum|plan provenance|False|0.3004034459590912
administrative information|kind of datum type|False|0.6383703351020813
agreement|all resource|False|0.31668156385421753
time plan|cost|False|0.458974152803421
all resource|how many|False|0.45343247056007385
time plan|datum set|False|0.3314618468284607
plan provenance|reference|True|0.8461616039276123
technology|datum sensitivity|False|0.46829116344451904
plan provenance|estimate|False|0.5041054487228394
cost|persistent identifier|False|0.49129852652549744
how|creation proces|True|0.7752494215965271
plan provenance|when|False|0.6180281639099121
regular summary report|reference|False|0.31332167983055115
who|datum sensitivity|False|0.4375830590724945
necessary right|research publication|False|0.29653286933898926
kind of datum|plan provenance|True|0.8011687397956848
regular summary report|estimate|False|0.14479538798332214
my datum|plan provenance|False|0.5328824520111084
