Entity 1 | Entity 2 | Result | Score 
my datum|research publication|False|0.5522234439849854
conservation period|datum|False|0.8827601075172424
content|information|True|0.9390813708305359
reference|creation proces|False|0.7136791348457336
how long|intention|False|0.8848055601119995
research publication|security requirement|False|0.5934728980064392
agreement|how|False|0.7679603099822998
estimate|datum|False|0.8041269183158875
agreement|information|False|0.7769032716751099
report|section|False|0.7485829591751099
reference|administrative information|False|0.8356822729110718
all metadata|security requirement|False|0.6572545170783997
description|agreement|False|0.7174393534660339
all right|dmp|False|0.7765606045722961
creation proces|intention|False|0.7871518135070801
my datum|reference|False|0.7620100378990173
how many|all datum|False|0.861353874206543
description|time plan|False|0.56558758020401
all resource|detail|False|0.7473127841949463
format|intention|False|0.8906330466270447
how|kind of datum type|True|0.9134063720703125
topic|when|False|0.8957172632217407
topic|description|True|0.9118598699569702
dmp|how many|False|0.7955171465873718
how secure|security requirement|False|0.899559736251831
all metadata|legal statu|False|0.6394102573394775
reference|kind of datum type|True|0.9331103563308716
security requirement|security requirement|True|1.0
datum|creation proces|False|0.5158833265304565
who be responsible|anonymization of datum|False|0.7976385354995728
dmp|datum set|False|0.8786370754241943
topic|estimate|False|0.739051342010498
who be responsible|repository mention|False|0.871545672416687
plan provenance|security requirement|False|0.7554174065589905
research publication|necessary right|False|0.7764723896980286
short description|description|True|0.9154858589172363
kind of datum|how secure|False|0.7228672504425049
plan provenance|metadata|False|0.8419303894042969
all metadata|necessary right|False|0.7689135670661926
kind of datum I want to store|reference|False|0.8194820880889893
description|report|False|0.6996240019798279
technology|dmp|False|0.7503389716148376
security requirement|legal statu|False|0.7406870126724243
description|section|False|0.8091403841972351
kind of datum|how long|False|0.7761785984039307
metadata|kind of datum I want to record|True|0.9062223434448242
content|format|False|0.8549635410308838
my datum|pointer|False|0.6936062574386597
plan provenance|legal statu|False|0.8765467405319214
kind of datum type|administrative information|False|0.8205766677856445
regular summary report|kind of datum I want to store|False|0.6861933469772339
agreement|format|False|0.7412052154541016
datum|kind of datum type|True|0.9515949487686157
it resource requirement|intention|False|0.8146923780441284
kind of datum|regular summary report|False|0.7961451411247253
all metadata|datum sensitivity|False|0.864224374294281
security requirement|necessary right|False|0.8395466208457947
all right|metadata|False|0.5656206011772156
time plan|creation proces|False|0.6922324299812317
administrative information|cost|False|0.7324173450469971
plan provenance|necessary right|False|0.8966225385665894
kind of datum I want to store|all datum|False|0.8593843579292297
persistent identifier|security requirement|False|0.8226215243339539
how long|section|False|0.7825899124145508
conservation period|who|False|0.8642107844352722
information|how secure|False|0.7968302369117737
cost|when|False|0.8816667795181274
cost|description|False|0.8880376219749451
estimate|who|False|0.7921315431594849
security requirement|datum sensitivity|False|0.8314404487609863
metadata|all resource|False|0.6806115508079529
my datum|administrative information|False|0.6823326349258423
creation proces|section|False|0.7435911893844604
plan provenance|datum sensitivity|False|0.8867443203926086
content|anonymization of datum|False|0.8763102293014526
time plan|kind of datum type|False|0.7954615950584412
all right|necessary right|False|0.8884946703910828
content|repository mention|True|0.9120839834213257
agreement|anonymization of datum|False|0.8105345368385315
detail|format|False|0.7907748222351074
cost|all datum|False|0.8538724780082703
information|all resource|False|0.8081949353218079
it resource requirement|agreement|False|0.6775432229042053
information|regular summary report|False|0.779887318611145
agreement|repository mention|False|0.8634217381477356
format|section|False|0.8601314425468445
technology|metadata|False|0.6489271521568298
administrative information|kind of datum I want to store|False|0.8075904846191406
reference|intention|True|0.9624619483947754
how many|detail|False|0.8157801628112793
kind of datum I want to record|time plan|False|0.6214444637298584
necessary right|anonymization of datum|False|0.8323588371276855
who|how secure|False|0.6798240542411804
all right|technology|False|0.4781307578086853
conservation period|how secure|False|0.842240571975708
all resource|software|False|0.581771969795227
all resource|datum|False|0.7378684878349304
datum sensitivity|how secure|False|0.8622356057167053
estimate|how secure|False|0.7135594487190247
datum|intention|False|0.8902745842933655
conservation period|how long|False|0.8437153100967407
it resource requirement|report|False|0.621663510799408
how|agreement|False|0.7876063585281372
who|all resource|False|0.634147584438324
who|regular summary report|False|0.4617690145969391
estimate|how long|False|0.6793939471244812
detail|anonymization of datum|False|0.8648779988288879
it resource requirement|section|False|0.7338205575942993
legal statu|cost|False|0.7074345350265503
reference|agreement|False|0.8750154972076416
regular summary report|how|False|0.6155116558074951
how|time plan|False|0.7416064143180847
conservation period|regular summary report|False|0.8263785243034363
software|security requirement|False|0.7828891277313232
regular summary report|information|False|0.6793037056922913
datum sensitivity|all resource|False|0.771182119846344
datum sensitivity|regular summary report|False|0.8070650696754456
estimate|regular summary report|False|0.6739689111709595
reference|time plan|False|0.7785316705703735
description|how many|False|0.6817950010299683
compliance|software|False|0.6593621373176575
compliance|datum|False|0.7794699668884277
technology|technology|True|1.0
time plan|intention|False|0.7889494895935059
repository mention|report|False|0.7654406428337097
legal statu|content|False|0.7578566074371338
dmp|cost|False|0.8085112571716309
research publication|research publication|True|1.0
how|section|False|0.8344630002975464
legal statu|conservation period|False|0.7051960229873657
reference|report|False|0.7665920257568359
all metadata|research publication|False|0.5491862297058105
reference|section|True|0.9102314114570618
software|necessary right|False|0.7233799695968628
metadata|cost|False|0.6641260385513306
who be responsible|creation proces|False|0.7078635096549988
cost|detail|False|0.824751079082489
research publication|reference|False|0.8227700591087341
administrative information|how|False|0.671761691570282
administrative information|information|False|0.8231008648872375
all metadata|reference|False|0.7418782711029053
regular summary report|format|False|0.6737363934516907
security requirement|research publication|False|0.6272058486938477
all resource|privacy|False|0.5920776724815369
dmp|kind of datum I want to store|True|0.914003849029541
kind of datum type|software|False|0.6899647116661072
kind of datum type|datum|True|0.9640791416168213
plan provenance|research publication|False|0.7819960713386536
time plan|agreement|False|0.6495221853256226
datum|report|False|0.6679505705833435
kind of datum type|persistent identifier|True|0.9025789499282837
all resource|who|False|0.7451730966567993
datum|section|False|0.8322045803070068
who be responsible|kind of datum type|False|0.8676151633262634
how many|software|False|0.6155338287353516
how many|datum|False|0.8240998387336731
conservation period|who be responsible|True|0.9133415222167969
security requirement|reference|False|0.7719932794570923
metadata|conservation period|False|0.7037725448608398
estimate|who be responsible|False|0.8625113368034363
repository mention|privacy|False|0.7130639553070068
all metadata|all datum|True|0.908194363117218
plan provenance|reference|False|0.8961179852485657
pointer|anonymization of datum|False|0.8126732707023621
all right|research publication|False|0.4751502573490143
security requirement|description|False|0.7334378957748413
compliance|privacy|False|0.7215034365653992
information|conservation period|False|0.7741647958755493
all metadata|pointer|False|0.6278603672981262
plan provenance|description|False|0.8787731528282166
administrative information|kind of datum|False|0.8162615299224854
regular summary report|repository mention|False|0.6715190410614014
my datum|persistent identifier|False|0.7797359824180603
legal statu|dmp|False|0.7275769710540771
time plan|report|False|0.663862943649292
conservation period|compliance|False|0.8678178191184998
security requirement|all datum|False|0.7282894849777222
it resource requirement|how many|False|0.7249957919120789
administrative information|format|False|0.7701999545097351
all right|reference|False|0.7587823271751404
time plan|section|False|0.7700865268707275
content|creation proces|False|0.746648907661438
estimate|compliance|False|0.7224584817886353
plan provenance|all datum|False|0.8632481694221497
agreement|creation proces|False|0.6654579043388367
it resource requirement|kind of datum I want to record|False|0.729591965675354
all right|when|False|0.7959219813346863
my datum|report|False|0.5723630785942078
all right|description|False|0.7493250370025635
legal statu|how|False|0.6572543978691101
all resource|how long|False|0.6956594586372375
all resource|datum set|False|0.8097129464149475
kind of datum I want to store|software|False|0.6540616154670715
kind of datum I want to store|datum|True|0.9589352607727051
all right|all datum|False|0.7424493432044983
content|kind of datum type|True|0.9071660041809082
kind of datum type|privacy|False|0.7027068138122559
legal statu|all right|False|0.629144549369812
kind of datum I want to record|how secure|False|0.6309669613838196
agreement|kind of datum type|False|0.8209734559059143
administrative information|anonymization of datum|False|0.8444190621376038
metadata|dmp|False|0.865581214427948
how many|privacy|False|0.6024035811424255
repository mention|datum set|False|0.8510680198669434
reference|how many|False|0.8496769070625305
when|time plan|False|0.861129105091095
who be responsible|intention|False|0.8765430450439453
administrative information|repository mention|False|0.8335963487625122
dmp|how|False|0.7849380970001221
how|kind of datum I want to record|False|0.8715072870254517
detail|creation proces|False|0.631602942943573
dmp|information|False|0.8537456393241882
cost|datum|False|0.8338580131530762
compliance|datum set|False|0.8125208616256714
kind of datum I want to record|all resource|False|0.6240617632865906
kind of datum I want to record|regular summary report|False|0.7620589733123779
information|dmp|True|0.9073286056518555
legal statu|metadata|False|0.6382738947868347
description|cost|False|0.7190683484077454
kind of datum|security requirement|False|0.6832306981086731
technology|all datum|False|0.7060149312019348
my datum|privacy|False|0.4424668848514557
how|how secure|False|0.8244805335998535
all metadata|detail|False|0.7020193934440613
legal statu|kind of datum|False|0.7495933175086975
topic|who|False|0.8870535492897034
detail|kind of datum type|False|0.8677138090133667
who be responsible|agreement|False|0.84926837682724
how|all resource|False|0.7257155179977417
how|regular summary report|False|0.6841179728507996
description|content|True|0.9353316426277161
security requirement|detail|False|0.7440589070320129
short description|who|False|0.7455607056617737
who|dmp|False|0.8661552667617798
description|conservation period|False|0.6140647530555725
who be responsible|time plan|False|0.7010265588760376
plan provenance|detail|False|0.8576786518096924
persistent identifier|administrative information|False|0.8888259530067444
kind of datum I want to store|privacy|False|0.5832546949386597
privacy|dmp|False|0.7866590023040771
metadata|metadata|True|1.0
dmp|kind of datum|True|0.9219602942466736
kind of datum type|datum set|True|0.9514032602310181
kind of datum|necessary right|False|0.8402449488639832
dmp|format|False|0.8630637526512146
content|intention|True|0.9799259305000305
how many|datum set|False|0.8386846780776978
information|metadata|False|0.8241121172904968
agreement|intention|False|0.8855479955673218
legal statu|technology|False|0.485844224691391
legal statu|repository mention|False|0.8092255592346191
all right|detail|False|0.7495455741882324
who be responsible|report|False|0.7734044790267944
topic|how secure|False|0.7254997491836548
information|legal statu|False|0.7018340229988098
who be responsible|section|False|0.8363237977027893
my datum|how many|False|0.6932765245437622
metadata|necessary right|False|0.780497670173645
all resource|compliance|False|0.7367621660232544
necessary right|intention|False|0.881763219833374
my datum|datum set|False|0.8769508600234985
cost|who|False|0.8604477643966675
pointer|creation proces|False|0.5483161211013794
short description|how secure|False|0.7187204360961914
report|how|False|0.6503314971923828
topic|all resource|False|0.7655888795852661
topic|regular summary report|False|0.6820912957191467
information|necessary right|False|0.8457416296005249
how secure|intention|False|0.8548479676246643
report|information|False|0.792229175567627
who|security requirement|False|0.6345380544662476
pointer|administrative information|False|0.6912211775779724
dmp|anonymization of datum|True|0.9328887462615967
content|agreement|False|0.8476442098617554
dmp|repository mention|True|0.9080598950386047
it resource requirement|cost|False|0.8074248433113098
conservation period|security requirement|False|0.8024125099182129
who|metadata|False|0.6454857587814331
my datum|plan provenance|False|0.8003865480422974
regular summary report|creation proces|False|0.2651873826980591
datum sensitivity|security requirement|False|0.8002004623413086
estimate|security requirement|False|0.6221024990081787
detail|intention|True|0.9095317721366882
kind of datum type|short description|False|0.8898012638092041
content|time plan|False|0.7331099510192871
privacy|metadata|False|0.7352982759475708
short description|all resource|False|0.6130435466766357
short description|regular summary report|False|0.6980398297309875
metadata|technology|False|0.6088831424713135
information|datum sensitivity|False|0.8668969869613647
time plan|all resource|False|0.6818042993545532
datum sensitivity|metadata|False|0.8623551726341248
who|legal statu|False|0.6293164491653442
description|dmp|False|0.855696976184845
kind of datum I want to store|datum set|True|0.9130033254623413
all metadata|my datum|False|0.8500969409942627
information|technology|False|0.7668099999427795
research publication|software|False|0.6098040342330933
datum sensitivity|legal statu|False|0.8318355679512024
estimate|legal statu|False|0.7508451342582703
it resource requirement|content|False|0.8179519772529602
all metadata|software|False|0.49415192008018494
who|necessary right|False|0.8307488560676575
all metadata|datum|False|0.8042274117469788
regular summary report|kind of datum type|False|0.7489396929740906
cost|how secure|False|0.7850956320762634
all metadata|persistent identifier|False|0.8535371422767639
description|how|False|0.7707399725914001
content|report|False|0.7339832186698914
it resource requirement|kind of datum I want to store|False|0.7373207211494446
content|section|False|0.882484495639801
conservation period|necessary right|True|0.9262908697128296
agreement|report|False|0.6166979670524597
kind of datum I want to record|conservation period|False|0.6912274956703186
cost|how long|False|0.7771764993667603
my datum|short description|False|0.7433105111122131
datum sensitivity|necessary right|False|0.8733435869216919
estimate|necessary right|False|0.7912312746047974
agreement|section|False|0.8094256520271301
persistent identifier|intention|False|0.8947305083274841
reference|cost|False|0.8432390689849854
report|format|False|0.7141367197036743
description|all right|False|0.6303251385688782
security requirement|software|False|0.7310723066329956
administrative information|creation proces|False|0.5657857656478882
security requirement|datum|False|0.6906245946884155
cost|regular summary report|False|0.7484734654426575
creation proces|dmp|False|0.78294438123703
security requirement|persistent identifier|False|0.8477154970169067
plan provenance|software|False|0.7219215631484985
plan provenance|datum|False|0.8683986663818359
kind of datum type|compliance|False|0.7534260749816895
plan provenance|persistent identifier|True|0.9015728831291199
how long|how|True|0.9313920140266418
format|dmp|False|0.855012059211731
when|how secure|False|0.7640767693519592
how secure|report|False|0.5906289219856262
how long|information|False|0.8058925867080688
repository mention|kind of datum I want to store|True|0.911843478679657
description|metadata|False|0.7663789987564087
how many|compliance|False|0.6977765560150146
how|conservation period|False|0.728070080280304
datum|cost|False|0.7570992112159729
creation proces|how|False|0.7478476166725159
compliance|kind of datum I want to store|False|0.8245859742164612
administrative information|kind of datum type|False|0.8482018709182739
all right|software|False|0.4823302626609802
detail|report|False|0.679521918296814
all right|datum|False|0.5797212719917297
who be responsible|how many|False|0.8458781242370605
description|kind of datum|False|0.8764013051986694
when|all resource|False|0.7783840894699097
when|regular summary report|False|0.6949305534362793
detail|section|False|0.855194091796875
pointer|intention|False|0.792342483997345
research publication|privacy|False|0.6826119422912598
legal statu|when|False|0.7039653658866882
legal statu|description|False|0.5916455388069153
all metadata|privacy|False|0.5252130031585693
kind of datum|reference|False|0.8939919471740723
kind of datum I want to record|dmp|False|0.8723312616348267
datum|kind of datum I want to store|True|0.9495786428451538
time plan|cost|False|0.7906662225723267
creation proces|metadata|False|0.6319273710250854
technology|datum|False|0.7063456177711487
how long|format|False|0.7494279146194458
persistent identifier|report|False|0.8038839101791382
how secure|privacy|False|0.8497507572174072
kind of datum type|content|False|0.8892483115196228
format|metadata|False|0.7939695119857788
it resource requirement|how|False|0.698964536190033
security requirement|privacy|False|0.8570340275764465
cost|who be responsible|True|0.9283159375190735
kind of datum type|kind of datum I want to store|True|0.9554017782211304
it resource requirement|information|False|0.7372345328330994
information|research publication|False|0.7511352896690369
description|topic|False|0.8466242551803589
description|technology|False|0.5043451189994812
plan provenance|privacy|False|0.7671100497245789
pointer|agreement|False|0.6299682855606079
all resource|security requirement|False|0.6300578713417053
description|repository mention|False|0.8661787509918213
who be responsible|all resource|False|0.7650426626205444
security requirement|who|False|0.7349218726158142
how many|kind of datum I want to store|False|0.7927699685096741
it resource requirement|all right|False|0.6718696355819702
how|dmp|False|0.8874466419219971
plan provenance|who|False|0.8587378263473511
information|reference|True|0.9054181575775146
content|how many|False|0.8152620196342468
metadata|description|False|0.8145795464515686
metadata|when|False|0.8260180950164795
reference|dmp|True|0.926712691783905
cost|compliance|False|0.8222988247871399
dmp|creation proces|False|0.6750451326370239
my datum|content|False|0.8521454930305481
metadata|estimate|False|0.6664233803749084
information|when|False|0.8774188756942749
information|description|True|0.9199399352073669
repository mention|how|False|0.8021981716156006
how long|technology|False|0.5575198531150818
my datum|kind of datum I want to store|True|0.9091123938560486
metadata|all datum|False|0.8488890528678894
repository mention|information|False|0.876363217830658
research publication|datum set|False|0.7524994611740112
all right|who|False|0.7120710015296936
kind of datum I want to record|metadata|False|0.8444370031356812
who|research publication|False|0.5585459470748901
reference|how|False|0.88593590259552
pointer|report|False|0.6125456094741821
software|software|True|1.0
software|datum|False|0.7358745336532593
creation proces|technology|False|0.6440288424491882
all metadata|datum set|False|0.8837876915931702
compliance|information|False|0.8035221099853516
pointer|section|False|0.7676278352737427
information|all datum|True|0.9091920256614685
conservation period|research publication|False|0.7963078618049622
it resource requirement|kind of datum|False|0.7789165377616882
kind of datum I want to record|legal statu|False|0.614733099937439
datum sensitivity|research publication|False|0.7661881446838379
datum|dmp|False|0.8836475014686584
estimate|research publication|False|0.6753333210945129
it resource requirement|format|False|0.6952301859855652
format|technology|False|0.6883723139762878
dmp|kind of datum type|True|0.9422370791435242
who|reference|False|0.8679280877113342
how secure|datum set|False|0.7306528687477112
all metadata|plan provenance|False|0.8079697489738464
security requirement|how long|False|0.6462612152099609
security requirement|datum set|False|0.7416207790374756
conservation period|reference|True|0.9079352021217346
kind of datum I want to record|necessary right|False|0.7706927061080933
plan provenance|how long|False|0.7717092037200928
content|all resource|False|0.7858666181564331
datum sensitivity|reference|False|0.8738054037094116
administrative information|agreement|False|0.6656104922294617
estimate|reference|False|0.808723509311676
who|description|False|0.878128707408905
how|metadata|False|0.7392745614051819
plan provenance|datum set|False|0.8785788416862488
datum|how|False|0.7411377429962158
datum|information|False|0.8524841070175171
reference|metadata|False|0.8623902797698975
datum sensitivity|description|False|0.8400543332099915
how|legal statu|False|0.7161663770675659
who|all datum|False|0.817450761795044
all right|how secure|False|0.7480897307395935
kind of datum I want to record|datum sensitivity|False|0.8988290429115295
time plan|dmp|False|0.8374208211898804
repository mention|format|False|0.8379932641983032
all right|how long|False|0.6723600029945374
kind of datum type|information|False|0.8546950221061707
reference|kind of datum|True|0.9350873827934265
it resource requirement|topic|False|0.7066333889961243
datum sensitivity|all datum|True|0.9155336022377014
compliance|format|False|0.7375342845916748
it resource requirement|repository mention|False|0.8355574011802673
kind of datum I want to record|technology|False|0.5645878314971924
all metadata|short description|False|0.7807537913322449
how|necessary right|False|0.8594855070114136
how many|information|False|0.8552355170249939
persistent identifier|how many|False|0.8384850025177002
who be responsible|cost|False|0.8957149386405945
all resource|anonymization of datum|False|0.8355745077133179
administrative information|section|False|0.7904391288757324
persistent identifier|datum set|True|0.9152382016181946
all datum|security requirement|False|0.5767835974693298
topic|security requirement|False|0.7230291962623596
software|privacy|False|0.596238911151886
report|creation proces|False|0.4772542417049408
how|datum sensitivity|False|0.8234190344810486
security requirement|short description|False|0.7534566521644592
datum|kind of datum|True|0.9385328888893127
my datum|how|False|0.6972630620002747
metadata|detail|False|0.746654748916626
all metadata|who be responsible|False|0.8470107913017273
plan provenance|short description|False|0.8459784984588623
datum|format|False|0.8590331673622131
my datum|information|False|0.7476665377616882
repository mention|anonymization of datum|False|0.8904317021369934
how|technology|False|0.6365736126899719
short description|security requirement|False|0.5949142575263977
topic|legal statu|False|0.7438497543334961
information|detail|False|0.8424972891807556
reference|technology|False|0.7052528858184814
compliance|anonymization of datum|False|0.8417825698852539
description|when|False|0.8013279438018799
description|description|True|1.0
my datum|all right|False|0.6251789331436157
conservation period|administrative information|False|0.8674108386039734
reference|repository mention|True|0.9482983350753784
time plan|metadata|False|0.6869615912437439
kind of datum type|format|True|0.9168739318847656
estimate|administrative information|False|0.7188870310783386
report|kind of datum type|False|0.7789590358734131
security requirement|who be responsible|False|0.8603822588920593
description|estimate|False|0.6406760811805725
topic|necessary right|False|0.8797227740287781
all metadata|compliance|False|0.6402469277381897
plan provenance|who be responsible|False|0.8968881368637085
section|anonymization of datum|False|0.8665952682495117
pointer|how many|False|0.6534043550491333
how many|format|False|0.8356209993362427
kind of datum I want to store|information|False|0.8549408316612244
datum|technology|False|0.5528242588043213
content|cost|False|0.8182201385498047
short description|necessary right|False|0.7279674410820007
datum|repository mention|False|0.8526854515075684
dmp|agreement|False|0.7718546390533447
topic|datum sensitivity|False|0.8225175142288208
agreement|cost|False|0.7498454451560974
security requirement|compliance|False|0.7950621247291565
my datum|kind of datum|False|0.8298575282096863
who|detail|False|0.7752608060836792
all right|who be responsible|False|0.8655140399932861
cost|security requirement|False|0.7772951126098633
my datum|format|False|0.7465994954109192
plan provenance|compliance|False|0.8014406561851501
dmp|time plan|False|0.8149205446243286
software|datum set|False|0.7674511671066284
kind of datum type|anonymization of datum|True|0.9255913496017456
datum sensitivity|detail|False|0.8528043031692505
kind of datum type|repository mention|True|0.9083734154701233
creation proces|all datum|False|0.7481465935707092
how many|anonymization of datum|False|0.8572866916656494
regular summary report|how secure|False|0.5276341438293457
kind of datum I want to record|research publication|False|0.5558591485023499
content|conservation period|False|0.7888603806495667
all right|compliance|False|0.739788830280304
time plan|technology|False|0.5336346626281738
anonymization of datum|dmp|False|0.8639892339706421
kind of datum|software|False|0.7031368017196655
kind of datum|datum|True|0.9625164270401001
when|security requirement|False|0.779774010181427
who be responsible|dmp|False|0.8946822285652161
kind of datum I want to store|format|False|0.8526924848556519
dmp|section|False|0.8537281155586243
research publication|kind of datum I want to store|False|0.7045872807502747
cost|necessary right|True|0.9063429832458496
when|metadata|False|0.7411115765571594
regular summary report|regular summary report|True|1.0
all metadata|kind of datum I want to store|False|0.8656218647956848
my datum|topic|False|0.7293412685394287
my datum|anonymization of datum|False|0.7611979842185974
kind of datum I want to record|reference|False|0.8631648421287537
my datum|repository mention|False|0.831656813621521
it resource requirement|when|False|0.7665637731552124
who be responsible|how|False|0.8641515970230103
kind of datum I want to record|description|False|0.8762871623039246
how secure|kind of datum I want to store|False|0.7965297102928162
metadata|datum|True|0.9191727638244629
how|research publication|False|0.6249760985374451
it resource requirement|estimate|False|0.6167423129081726
security requirement|kind of datum I want to store|False|0.7815364599227905
information|software|False|0.7845284938812256
when|necessary right|False|0.8957073092460632
information|datum|False|0.8864967823028564
administrative information|how secure|False|0.6704140901565552
kind of datum I want to record|all datum|False|0.8792853355407715
detail|kind of datum I want to store|False|0.845125138759613
information|persistent identifier|False|0.8932655453681946
kind of datum I want to store|anonymization of datum|False|0.8156061768531799
it resource requirement|creation proces|False|0.48674798011779785
persistent identifier|cost|False|0.8418541550636292
how|reference|True|0.910319447517395
anonymization of datum|metadata|False|0.768500030040741
who be responsible|metadata|False|0.7541285157203674
how|description|False|0.8864247798919678
how|when|True|0.9196982979774475
administrative information|all resource|False|0.6773940920829773
administrative information|regular summary report|False|0.7825869917869568
content|dmp|False|0.8918958902359009
reference|description|True|0.9227802753448486
legal statu|who|False|0.6506343483924866
agreement|dmp|False|0.8472679257392883
how|estimate|False|0.7519462704658508
it resource requirement|kind of datum type|False|0.8099087476730347
how|all datum|False|0.8619503974914551
who be responsible|kind of datum|False|0.8549509048461914
kind of datum|privacy|False|0.6714900135993958
who|software|False|0.5993990898132324
who|datum|False|0.7577694654464722
repository mention|creation proces|False|0.6579241156578064
persistent identifier|kind of datum I want to store|True|0.9382880330085754
who|persistent identifier|False|0.815978467464447
topic|research publication|False|0.7294943332672119
content|how|False|0.8793222904205322
conservation period|software|False|0.7602778673171997
my datum|it resource requirement|False|0.6150758266448975
necessary right|dmp|False|0.8674071431159973
compliance|creation proces|False|0.7395178079605103
datum sensitivity|software|False|0.7891600728034973
conservation period|persistent identifier|True|0.9034173488616943
estimate|software|False|0.5893556475639343
datum sensitivity|datum|True|0.9514280557632446
datum sensitivity|persistent identifier|False|0.8920972943305969
estimate|persistent identifier|False|0.7808839678764343
research publication|how|False|0.7562625408172607
pointer|cost|False|0.6956170201301575
research publication|information|False|0.8088210225105286
short description|research publication|False|0.5658425092697144
topic|reference|True|0.9123159050941467
content|all right|False|0.8241723775863647
all metadata|information|False|0.7206720113754272
repository mention|kind of datum type|False|0.8875939249992371
detail|dmp|False|0.8770970106124878
metadata|who|False|0.7435019016265869
information|privacy|False|0.7538937926292419
legal statu|how secure|False|0.645419180393219
short description|reference|False|0.7840126752853394
compliance|kind of datum type|False|0.8447151780128479
how secure|how|False|0.8678489327430725
who be responsible|technology|False|0.6506284475326538
legal statu|how long|False|0.5287473201751709
content|metadata|False|0.7528386116027832
how secure|information|False|0.7880263328552246
information|who|False|0.8731687664985657
pointer|content|False|0.8479378819465637
agreement|metadata|False|0.6920302510261536
topic|all datum|False|0.8660998344421387
pointer|kind of datum I want to store|False|0.8946593403816223
kind of datum I want to record|detail|False|0.7886403203010559
legal statu|all resource|False|0.5268492102622986
legal statu|regular summary report|False|0.611678957939148
time plan|description|False|0.7132271528244019
detail|how|False|0.8008545637130737
detail|information|False|0.8584010601043701
content|kind of datum|True|0.9151614904403687
kind of datum type|creation proces|False|0.6588176488876343
agreement|kind of datum|False|0.8120617270469666
kind of datum|datum set|True|0.9459006786346436
cost|research publication|False|0.7100169062614441
short description|all datum|False|0.7800692915916443
dmp|how secure|False|0.7846816182136536
