story|action|classified_action|similarity
As an administrator, I want to dismantle unused roles so that the permission structure stays simple.|dismantle|read|-0.0335494801402092
As a support agent, I want to discard resolved tickets so that the queue stays manageable.|discard|delete|0.03940020501613617
As a user, I want to disconnect a linked device so that it no longer has access.|disconnect|delete|-0.15201294422149658
As a moderator, I want to strip offensive usernames so that community standards are maintained.|strip|read|0.12910990417003632
As a administrator, I want to terminate expired sessions so that security risks are minimized.|terminate|create|0.0026446415577083826
As a user, I want to dismiss a notification so that my inbox stays tidy.|dismiss|read|-0.015893472358584404
As a project manager, I want to extirpate an archived milestone so that only active ones are shown.|extirpate|read|-0.014259221963584423
As an administrator, I want to excise invalid data entries so that reports stay accurate.|excise|read|-0.09761817008256912
As a user, I want to revoke a shared link so that others can no longer access the content.|revoke|read|0.04132583364844322
As a moderator, I want to purge permanently duplicate posts so that discussions remain clear.|purge permanently|create|-0.14643362164497375
As a team leader, I want to dissolve an empty group so that the structure stays clean.|dissolve|create|-0.005392854101955891
As a user, I want to clear a saved search so that my list only contains useful ones.|clear|read|-0.008881050162017345
As a administrator, I want to retire outdated templates so that only current ones are available.|retire|create|-0.1258784532546997
As a user, I want to erase a profile picture so that it is no longer displayed.|erase|delete|-0.12215383350849152
As a moderator, I want to withdraw policy-violating content so that the platform stays safe.|withdraw|read|-0.07648191601037979
As a administrator, I want to purge orphaned records so that the database remains consistent.|purge|create|-0.09737453609704971
As a user, I want to unlink a connected social account so that it is no longer linked.|unlink|read|-0.16112564504146576
As a support agent, I want to eliminate test tickets so that real issues are easier to find.|eliminate|delete|0.01084523368626833
As a administrator, I want to abolish obsolete user groups so that the structure stays maintainable.|abolish|create|-0.08355902880430222
