story|action|classified_action|similarity
As a data librarian, I want to import administrative information regarding a project into DMP, so that I can prepopulate the DMP|import|read|0.28969329595565796
As a manager, I want to know about all resources for the data, so that I can estimate the true cost of the project|know|read|0.20485427975654602
As a manager, I want to know about all services used for the data, so that I can estimate the true cost of the project|know|read|0.2087913155555725
As an archivemanager, I want to reuse the information regarding file format, so that I can apply automated checks for the file validation|reuse|read|0.1623816043138504
As a researcher, I want to know how many resources are needed during the project, so that I can calculate costs|know|update|0.2567380368709564
As a researcher, I want to extract the description of the data collected, so that I can reuse it for the writing of a data paper|extract|read|0.2806810736656189
As a researcher, I want to record research publications in the institutional repository or CRIS with DMP records, so that I can generate reports of research output resulting from a project|record|read|0.16616305708885193
As a researcher, I want to link research publications in the institutional repository or CRIS with DMP records, so that I can generate reports of research output resulting from a project|link|read|0.19207914173603058
As a researcher, I want to store agreements relating to third party data used in a project, so that the data can be cited, attributed and used correctly|store|read|0.3223651647567749
As an ethics manager, I want to be informed about the data, so that I can check for sensitivity of data|be informed|read|0.2274748682975769
As a repository operator, I want to know about the kind of data, so that I can evaluate the storage size and system|know|read|0.16067734360694885
As a researcher, I want to know about costs, so that I can plan my research|know|read|0.16815777122974396
As a repository manager, I need details on the type of data, so that I can check if the archiving can be arranged|need|read|0.3442050516605377
As an IT officer, I want to know how secure data is, so that I can ensure legal compliance|know|read|0.3750576674938202
As a funder, I want to know how secure data is, so that I can ensure legal compliance|know|read|0.37266188859939575
As a Research Centre Director, I want to receive regular summary reports of research data, so that I understand trends in data use among staff and postgraduate students|receive|read|0.198590949177742
As a Postgraduate Convenor, I want to receive regular summary reports of research data, so that I understand trends in data use among staff and postgraduate students|receive|read|0.20063990354537964
As a research support officer, I want to ensure compliance to the funders’ rules, so that I can ensure all costs will be accepted|ensure|read|0.3557089865207672
As a funder, I want to be able to check all the repositories mentioned in a DMP, so that I can verify whether the project has followed our funding rules|check|read|0.20485877990722656
As a PI, I want to plan what kind of data I want to store, so that I can ensure it will be possible to store it|plan|read|0.22724851965904236
As a PI, I want to know how secure data is, so that I can ensure legal compliance|know|read|0.3700283169746399
As a Director of Research Integrity, I want to access reports containing details of research projects in which data are classified as sensitive or highly sensitive, so that I can confirm security protocols are applied to these data|access|update|0.3353668749332428
As an archive, I want to get information about the volume of data to preserve at an early stage, so that I can provide the adequate storage infrastructure|get|read|0.14611344039440155
As a researcher, I want to know how long it will take to archive, so that I can plan further steps|know|read|0.3420144319534302
As a PI, I want to know who owns the data, so that I know what I am allowed to do with it|know|read|0.2163293957710266
As a data manager, I want to have references to documentation of the data, so that the data can be re-used and managed|have|read|0.23713162541389465
As a data manager, I want to have the creation process, so that the data can be re-used and managed|have|read|0.3756990432739258
As an archivemanager, I want to make sure that detailed metadata are associated to data so that it will be understandable by future users|make sure|read|0.1773701310157776
As a data manager, I want to know which kind of data types will be produced or collected, so that I can ensure that the necessary technical resources and technical know-how is available|know|read|0.369589239358902
As an IT staff member, I want to know which kind of data types will be produced or collected, so that I can ensure that the necessary technical resources and technical know-how is available|know|read|0.3462710976600647
As an IT staff member, I want to know how the data is used, so that I can determine what kind of basic services and functionalities are required|know|read|0.2571888864040375
As a data manager, I want to know whether the collected data depends on other data sets from my own or other institutions, so that I can ensure that these dependencies are maintained|know|read|0.38877490162849426
As an IT staff member, I want to know which formats are used, so that I can determine what kind of technical services and functionalities are required|know|read|0.278059720993042
As an IT staff member, I want to know with which software the data is produced or used, so that I can determine what kind of technical services and functionalities are required|know|read|0.2315509170293808
As an IT staff member, I want to know with which technology the data is produced or used, so that I can determine what kind of technical services and functionalities are required|know|read|0.29454636573791504
As a data manager, I want to know which information is necessary to re-use the data, so that it can be checked whether all necessary information is available for researchers interested in re-using the data|know|read|0.34869152307510376
As a data manager, I want to know which formats are used, so that I know what technology or background information might be necessary to use the data|know|read|0.3240451216697693
As a data manager, I want to know whether the data can be reproduced efficiently, so that I can determine whether and how the data has to be stored|know|read|0.2672794759273529
As a data manager, I want to know with which software the data is produced or used, so that I know what technology or background information might be necessary to (re-)use the data|know|read|0.2611185610294342
As a data manager, I want to know with which technology the data is produced or used, so that I know what technology or background information might be necessary to (re-)use the data|know|read|0.32312917709350586
As a research evaluation manager, I want to ensure all metadata are quoted correctly with our affiliation, so that they are counted towards our citation counts|ensure|update|0.27055832743644714
As an administrator, I want to check that all data has the appropriate security level, so that I can demonstrate compliance|check|read|0.09892752021551132
As a data manager, I want to know the security requirements of the data, so that I can check whether the data can be kept secure|know|read|0.3144269585609436
As a institutional data steward, I want to be able to extract the data sets that are submitted to external repositories, so that I can add them to an institutional data catalogue|extract|read|0.3015815019607544
As an institutional data manager, I want to know about the privacy and security requirements of the data, so that I can plan the right storage system and sharing permissions|know|read|0.26412469148635864
As a researcher, I want to see the sections on costing by other researchers in my department, so that I can see if we could share data manager posts|see|read|0.33898669481277466
As a researcher, I want to see the sections on roles submitted by other researchers in my department, so that I can see if we could share data manager posts|see|read|0.24552316963672638
As a researcher, I want to see the sections on responsibilities submitted by other researchers in my department, so that I can see if we could share data manager posts|see|read|0.2416265457868576
As a faculty data steward, I want to see the sections on costing, so that I can ensure sufficient expertise on data management to support the project|see|read|0.36866870522499084
As a faculty data steward, I want to see the sections on roles, so that I can ensure sufficient expertise on data management to support the project|see|read|0.25203901529312134
As a faculty data steward, I want to see the sections on responsibilities, so that I can ensure sufficient expertise on data management to support the project|see|read|0.2517668604850769
As a data manager, I want to clarify the necessary rights for re-using the data, so that it is legal to reuse the data|clarify|read|0.2650744318962097
As a researcher, I want to record my intention to share data I have collected under terms of a particular licence, so that other researchers who use the data understand the rights of use|record|read|0.21055364608764648
As a data manager, I want to plan the anonymization of data, so that we protect the privacy of the people participating in the research as good as possible and still ensure reusability of data|plan|read|0.2920896112918854
As a repository manager, I want to have metadata in additional languages, so that I can allow for multilingual data archive|have|read|0.21814462542533875
As a data manager, I want to know whether the DMP was approved, so that I can proceed with the required next steps|know|read|0.28478923439979553
