story|action|classified_action|similarity
As a user, I want to revoke a shared link so that others can no longer access the content.|revoke|delete|1.0
As a moderator, I want to purge permanently duplicate posts so that discussions remain clear.|purge permanently|create|0.0638614073395729
As a team leader, I want to dissolve an empty group so that the structure stays clean.|dissolve|delete|0.5726005434989929
As a user, I want to clear a saved search so that my list only contains useful ones.|clear|delete|1.0
As a administrator, I want to retire outdated templates so that only current ones are available.|retire|delete|0.36365965008735657
As a user, I want to erase a profile picture so that it is no longer displayed.|erase|delete|1.0
As a moderator, I want to withdraw policy-violating content so that the platform stays safe.|withdraw|delete|0.5766189694404602
As a administrator, I want to purge orphaned records so that the database remains consistent.|purge|delete|1.0
As a user, I want to unlink a connected social account so that it is no longer linked.|unlink|delete|0.5019053816795349
As a support agent, I want to eliminate test tickets so that real issues are easier to find.|eliminate|delete|1.0
As a administrator, I want to abolish obsolete user groups so that the structure stays maintainable.|abolish|delete|1.0
