story|action|classified_action|similarity
As a support agent, I want to check a user profile so that I can assist them.|check|read|1.0
As a user, I want to view my loyalty points so that I know my rewards.|view|read|1.0
As a administrator, I want to audit permission assignments so that access stays controlled.|audit|read|1.0
As a user, I want to read the terms of service so that I understand the rules.|read|read|1.0
As a user, I want to polish my profile information so that it stays accurate.|polish|update|1.0
As a customer, I want to alter my delivery address so that my order arrives at the correct place.|alter|update|1.0
As a administrator, I want to realign user permissions so that access rights are correct.|realign|update|1.0
As a project manager, I want to reschedule the project deadline so that it reflects new priorities.|reschedule|update|1.0
As a user, I want to revamp my saved draft so that I can improve the message.|revamp|update|1.0
As a user, I want to correct my phone number so that I can receive notifications.|correct|update|1.0
As a manager, I want to reforecast the sales forecast so that it matches current data.|reforecast|update|1.0
As a user, I want to retitle a file so that it is easier to identify.|retitle|update|1.0
As a administrator, I want to reconfigure system settings so that performance improves.|reconfigure|update|1.0
As a user, I want to replace my profile picture so that it reflects my current look.|replace|update|1.0
As a team member, I want to redefine task details so that expectations are clear.|redefine|update|1.0
As a user, I want to renew my password so that my account stays secure.|renew|update|1.0
As a developer, I want to refactor a module so that the code is easier to maintain.|refactor|update|1.0
As a user, I want to toggle my notification preferences so that I only receive relevant alerts.|toggle|update|1.0
As a moderator, I want to fine-tune post visibility settings so that content follows guidelines.|fine-tune|update|1.0
As a user, I want to rectify my contact information so that others can reach me.|rectify|update|1.0
As a administrator, I want to restructure role definitions so that permissions are clear.|restructure|update|1.0
As a customer, I want to amend my order details so that they reflect my needs.|amend|update|1.0
As a support agent, I want to recalibrate ticket details so that the issue description accurately reflects the current situation.|recalibrate|update|1.0
As a user, I want to customize my dashboard layout so that it suits my workflow.|customize|update|1.0
As a manager, I want to reframe team goals so that they reflect new targets.|reframe|update|1.0
As a user, I want to switch my subscription plan so that it matches my usage.|switch|update|1.0
As a support agent, I want to reprioritize ticket priority so that urgent issues are handled first.|reprioritize|update|1.0
As a user, I want to rearrange my calendar event so that the time is correct.|rearrange|update|1.0
As a administrator, I want to reassign a role so that responsibilities are accurate.|reassign|update|1.0
As a user, I want to refine privacy settings so that my data is protected.|refine|update|1.0
As a developer, I want to optimize configuration parameters so that performance improves.|optimize|update|1.0
As a user, I want to overhaul a saved template so that it contains updated content.|overhaul|update|1.0
As a moderator, I want to retouch a post title so that it is accurate.|retouch|update|1.0
As a user, I want to refresh my payment details so that transactions can be processed successfully.|refresh|update|1.0
As a administrator, I want to modify system thresholds so that alerts trigger correctly.|modify|update|1.0
As a user, I want to rename a folder so that it is easier to find.|rename|update|1.0
As a manager, I want to reallocate budget allocations so that spending stays balanced.|reallocate|update|1.0
As a user, I want to correct a typo in my message so that it reads properly.|correct|update|1.0
As a developer, I want to tune application settings so that response time improves.|tune|update|1.0
As a user, I want to edit my saved address so that deliveries reach me.|edit|update|1.0
As a support agent, I want to revise customer notes so that they stay accurate.|revise|update|1.0
As a user, I want to change my username so that it reflects my identity.|change|update|1.0
As a administrator, I want to update security policies so that the system stays protected.|update|update|1.0
As a user, I want to adjust reminder times so that they fit my schedule.|adjust|update|1.0
As an administrator, I want to expunge a user account permanently so that former employees no longer have access.|expunge|delete|1.0
As a user, I want to close my account so that my data is no longer stored.|close|update|1.0
As a moderator, I want to remove an inappropriate comment so that discussions stay respectful.|remove|delete|1.0
As a project manager, I want to decommission an unused project so that the workspace remains organized.|decommission|delete|1.0
As a support agent, I want to nullify a duplicate ticket so that confusion is avoided.|nullify|delete|1.0
As a team leader, I want to oust an inactive member so that only active users remain.|oust|delete|1.0
As a administrator, I want to invalidate an expired API key so that it can no longer be used.|invalidate|update|1.0
As a user, I want to eradicate a saved payment method so that it is not available anymore.|eradicate|delete|1.0
As a editor, I want to retract an incorrect article so that it is no longer visible.|retract|delete|1.0
As a administrator, I want to truncate old logs so that storage is freed.|truncate|delete|1.0
As a user, I want to obliterate an uploaded file so that it is no longer present.|obliterate|delete|1.0
As a administrator, I want to cull unconfirmed registrations so that the database stays clean.|cull|delete|1.0
As a moderator, I want to take down a reported post so that platform guidelines are enforced.|take down|delete|1.0
As a project member, I want to scrap an outdated task so that only relevant work remains.|scrap|delete|1.0
As a user, I want to delete permanently a saved draft so that it cannot be found anymore.|delete permanently|delete|1.0
As a administrator, I want to wipe a deactivated account so that it cannot be restored.|wipe|delete|1.0
As a team leader, I want to exclude a former member so that they are no longer listed.|exclude|delete|1.0
As a user, I want to delete a saved address so that it is not used accidentally.|delete|delete|1.0
As an administrator, I want to deprecate obsolete configurations so that only valid ones remain.|deprecate|delete|1.0
As a moderator, I want to exterminate spam messages so that users are not disturbed.|exterminate|delete|1.0
As a user, I want to exterminate a bookmarked item so that my list stays relevant.|delete|1.0
As an administrator, I want to dismantle unused roles so that the permission structure stays simple.|dismantle|delete|1.0
As a support agent, I want to discard resolved tickets so that the queue stays manageable.|discard|delete|1.0
As a user, I want to disconnect a linked device so that it no longer has access.|disconnect|update|1.0
As a moderator, I want to strip offensive usernames so that community standards are maintained.|strip|delete|1.0
As a administrator, I want to terminate expired sessions so that security risks are minimized.|terminate|delete|1.0
As a user, I want to dismiss a notification so that my inbox stays tidy.|dismiss|delete|1.0
As a project manager, I want to extirpate an archived milestone so that only active ones are shown.|extirpate|update|1.0
As an administrator, I want to excise invalid data entries so that reports stay accurate.|excise|delete|1.0
As a user, I want to revoke a shared link so that others can no longer access the content.|revoke|update|1.0
As a moderator, I want to purge permanently duplicate posts so that discussions remain clear.|purge permanently|delete|1.0
As a team leader, I want to dissolve an empty group so that the structure stays clean.|dissolve|delete|1.0
As a user, I want to clear a saved search so that my list only contains useful ones.|clear|delete|1.0
As a administrator, I want to retire outdated templates so that only current ones are available.|retire|update|1.0
As a user, I want to erase a profile picture so that it is no longer displayed.|erase|delete|1.0
As a moderator, I want to withdraw policy-violating content so that the platform stays safe.|withdraw|update|1.0
As a administrator, I want to purge orphaned records so that the database remains consistent.|purge|delete|1.0
As a user, I want to unlink a connected social account so that it is no longer linked.|unlink|delete|1.0
As a support agent, I want to eliminate test tickets so that real issues are easier to find.|eliminate|delete|1.0
As a administrator, I want to abolish obsolete user groups so that the structure stays maintainable.|abolish|delete|1.0
